tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Establecimiento dependiente de una Administracion Publica,Publica,183,Zarzalejo,CMNO del Puente 0  ,CMNO,Puente,0,,,28293,Escuela canteria-Sala de fitnes ,400819,4488381,L-V 8-20,2022-102
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de La Maso 80  ,CALLE,La Maso,80,,,28034,CENTRO DEPORTIVO MUNICIPAL LA MASO ,439443,4481769,,2022-257
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-325
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-366
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-367
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-373
Otros,Publica,176,Villanueva de la Cañada,AVDA Rio 2  ,AVDA,Rio,2,,,28691,Urbanizacion Guadamonte-Garita Vigilancia ,418885,4474003,24 H,2021-513
Establecimiento dependiente de una Administracion Publica,Publica,037,Cenicientos,CALLE Almorox 1  ,CALLE,Almorox,1,,,28650,FACHADA HALL ACCESO CAMPO CAMPO DE FUTBOL POLIGONO 15 PARCELA 43,375547,4457330,15:30 a 21:00 MARTES A DOMINGO,2021-517
Otros,Publica,176,Villanueva de la Cañada,AVDA Dehesa 1  ,AVDA,Dehesa,1,,,28691,Coche Policia Local 3 - M5 Itinerante DISPOSITIVO MOVIL,415335,4478633,24 H,2021-508
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Gallur 2  ,CALLE,Gallur,2,,,28047,CENTRO DEPORTIVO MUNICIPAL GALLUR (HALL ENTRADA) ,437484,4472316,,2022-274
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-354
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24,2022-356
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-359
Instalaciones de transporte,Publica,134,San Sebastian de los Reyes,AVDA de la Plaza de Toros 7  ,AVDA,Plaza de Toros,7,,,28701,"DENTRO DE LA ESTACION DE METRO REYES CATOLICOS. VESTIBULO, JUNTO A AC2 METRO DE MADRID",447220,4489020,,2021-218
Instalaciones de transporte,Publica,134,San Sebastian de los Reyes,AVDA de las Lomas del Rey 1  ,AVDA, Lomas del Rey,1,,,28701,"DENTRO DE LA ESTACION DE METRO BAUNATAL. VESTIBULO, JUNTO A AC2 METRO DE MADRID",446124,4489483,,2021-219
Instalaciones de transporte,Publica,006,Alcobendas,"CALLE DENTRO DE LA ESTACION DE METRO MANUEL DE FALLA. VESTIBULO, JUNTO  32  ",CALLE,"DENTRO DE LA ESTACION DE METRO MANUEL DE FALLA. VESTIBULO, JUNTO ",32,,,28100,A PAV,445211,4489051,,2021-220
Instalaciones de transporte,Publica,079,Madrid,CALLE de Gloria Fuertes 181  ,CALLE,Gloria Fuertes,181,,,28049,"DENTRO DE LA ESTACION DE METRO PITIS, VESTIBULO, ESQUINA DE AC2 METRO DE MADRID",438505,4482999,,2021-224
Aeropuertos,Publica,079,Madrid,AVDA de la Hispanidad S/N  ,AVDA,Hispanidad,S/N,,,28042,CLASA Planta 4ª nucleo de ascensores izquierdo AENA SME SA,451534,4479851,24H,2018-667
Establecimiento dependiente de una Administracion Publica,Publica,106,Parla,AVDA Juan Carlos I 17 B ,AVDA,Juan Carlos I,17,B,,28981,JUZGADO PRIMERA INSTANCIA SEGURIDAD ,434557,4453452,,2021-801
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-215
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PASEO de la Puerta del Angel 7  ,PASEO,Puerta del Angel,7,,,28011,CENTRO DEPORTIVO MUNICIPAL CASA DE CAMPO ,437703,4474159,,2022-231
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA de Logrono 70  ,AVDA,Logrono,70,,,28042,CDM BARAJAS ,450250,4479288,,2022-235
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del Alberche 21  ,CALLE,Alberche,21,,,28007,CENTRO DEPORTIVO DAOIZ Y VELARDE ,442482,4472469,,2022-245
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PASEO de Colombia 2  ,PASEO,Colombia,2,,,28009,CENTRO DEPORTIVO MUNICIPAL ESTANQUE DEL RETIRO ,441966,4474496,,2022-253
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Benimamet 137  ,CALLE,Benimamet,137,,,28021,CENTRO DEPORTIVO MUNICIPAL RAUL GONZALEZ ,441846,4463633,,2022-312
Instalaciones de transporte,Publica,074,Leganes,AVDA Rey Juan Carlos I 30  ,AVDA,Rey Juan Carlos I,30,,,28915,DENTRO DE LA ESTACION DE METRO JULIAN BESTEIRO EN EL VESTIBULO,436096,4465151,,2018-3064
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE del Principe de Vergara 146  ,CALLE,Principe de Vergara,146,,,28002,"Hall sur del Auditorio, entrada por sala de camara INSTITUTO NACIONAL DE LAS ARTES ESCENICAS Y LA MUSICA",442533,4477490,,2021-251
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CALLE del Principe de Vergara 146  ,CALLE,Principe de Vergara,146,,,28002,"Hall norte del Auditorio, entrada por sala sinfonica INSTITUTO NACIONAL DE LAS ARTES ESCENICAS Y DE LA MUSICA",442533,4477490,,2021-252
Establecimiento dependiente de una Administracion Publica,Publica,141,Sevilla la Nueva,PLAZA de Sevilla 2  ,PLAZA,Sevilla,2,,,28609,BIBLIOTECA MUNICIPAL ,412761,4466739,SEGUN ACTIVIDAD RECINTO L-D,2021-419
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-337
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-368
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-369
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-370
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-374
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-375
Instalaciones de transporte,Publica,079,Madrid,AVDA del Ensanche de Vallecas 0  ,AVDA,Ensanche de Vallecas,0,,,28051,"DENTRO DE LA ESTACION DE METRO DE LA GAVIA, EN EL VESTIBULO ESQUINA CALLE ALTO DE LA SARTENILLA",448002,4468919,,2021-54
Centro educativo,Publica,037,Cenicientos,CALLE de la Ronda del Sur 71  ,CALLE,Ronda del Sur,71,,,28650,FACHADA EDIFICIO ACCESO LATERAL CEIPSO SUAREZ SOMONTE,375215,4457833,L-V 8:30-20,2021-518
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,176,Villanueva de la Cañada,AVDA Dehesa 1  ,AVDA,Dehesa,1,,,28691,Comisaria de policia en Villanueva de la Canada-Hall Principal AYUNTAMIENTO VILLANUEVA DE LA CANADA,415691,4478666,L A V 9-22.30 S Y D 9-21,2018-284
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,PASEO del Prado 8  ,PASEO,Prado,8,,,28014,PLANTA BAJA HALL ACCESO ,441050,4474164,24 H 365 D,2019-2553
Instalaciones de transporte,Publica,074,Leganes,AVDA Rey Juan Carlos I 110  ,AVDA,Rey Juan Carlos I,110,,,28916,"DENTRO DE LA ESTACION DEL CARRASCAL, EN EL VESTIBULO ",437147,4465361,,2018-3058
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,CALLE Londres 25  ,CALLE,Londres,25,,,28850,CENTRO DEPORTIVO EL JUNCAL ,460852,4479140,24 h L-D,2021-400
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,CALLE Joaquin Blume 0  ,CALLE,Joaquin Blume,0,,,28850,CENTRO DEPORTIVO JOAQUIN BLUME - PISCINA ,460158,4477296,24/7,2021-406
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de San Mario 18  ,CALLE,San Mario,18,,,28041,CENTRO DEPORTIVO MUNICIPAL SAN FERMIN ,441173,4469653,,2022-318
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-327
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-329
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-340
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,CALLE Leandro Fernandez de Moratin 6  ,CALLE,Leandro Fernandez de Moratin,6,,,28850,ESCUELA DE ADULTOS ,458981,4479291,24/7,2021-396
Establecimiento dependiente de una Administracion Publica,Publica,096,Navalcarnero,CALLE de la Ronda de San Juan 32 1 ,CALLE,Ronda de San Juan,32,1,,28600,JUZGADOS PRIMERA PLANTA ,414454,4460519,,2021-845
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de Castilla 1 B ,PLAZA,Castilla,1,B,,28046,PLANTA BAJA - CONSULTA Nº 8 MEDICO FORENSE/JUZGADOS PLAZA CASTILL A,441487,4479614,,2022-55
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Granja de Torrehermosa 1  ,CALLE,Granja de Torrehermosa,1,,,28024,RECEPCION PLANTA BAJA BIBLIOTECA ANGEL GONZALEZ,434953,4472104,L-V 8:30-21  S 91-18 D 9-13,2022-80
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,123,Rivas-Vaciamadrid,AVDA de la Tecnica 10 BAJA ,AVDA,Tecnica,10,BAJA,,28522,"CAMPOS DE FUTBOL SANTA ANA, HALL DE ENTRADA JUNTO A CONTROL DE ACCESOS. AYTO. RIVAS-VACIAMADRID",453624,4466906,,2018-1108
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Arcos de Jalon 59  ,CALLE,Arcos de Jalon,59,,,28037,CENTRO DEPORTIVO MUNICIPAL SAN BLAS ,448142,4475535,,2022-311
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-358
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-376
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-377
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Lopez de Hoyos 161  ,CALLE,Lopez de Hoyos,161,,,28002,Sede INSS Madrid ,443444,4477804,,2022-34
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Pradillo 66 B ,CALLE,Pradillo,66,B,,28002,REGISTRO CIVIL / HALL DE ENTRADA ,443333,4477919,,2021-920
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Pradillo 66 B ,CALLE,Pradillo,66,B,,28002,SALA DE BODAS ,443333,4477919,,2022-49
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Albarracin 31 3 ,CALLE,Albarracin,31,3,,28037,PLANTA TERCERA / JUZGADOS VIOLENCIA SOBRE LA MUJER ,446450,4476023,,2022-59
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA de Santo Angel de la Guarda 6  ,AVDA,Santo Angel de la Guarda,6,,,28039,CENTRO DEPORTIVO MUNICIPAL FERNANDO MARTIN ,439662,4479152,,2022-240
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Alianza 4  ,CALLE,Alianza,4,,,28041,CENTRO DEPORTIVO MUNICIPAL FELIX RUBIO ,441287,4467635,,2022-241
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de las Catorce Olivas 1  ,CALLE, Catorce Olivas,1,,,28054,CENTRO DEP MUNICIPAL FRANCISCO FERNANDEZ OCHOA ,437137,4468599,,2022-255
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Arganda 25  ,CALLE,Arganda,25,,,28005,CENTRO DEPORTIVO MUNICIPAL PENUELAS V ,440166,4472341,,2022-282
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-335
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-339
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-360
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,PLAZA de San Juan de la Cruz 10  ,PLAZA,San Juan de la Cruz,10,,,28003,Ubicacion en el hall de entrada MINISTERIO PARA LA TRANSICIONECOLNOGICA Y EL RETO DEMOGRAFICO,441209,4477062,,2021-206
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,AVDA Fronteras 0 B ,AVDA,Fronteras,0,B,,28850,PLANTA BAJA SEGURIDAD D.G. INFRAESTRUCTURAS JUDICIALES,459016,4478733,,2021-657
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,123,Rivas-Vaciamadrid,AVDA de los Almendros 198 BAJA ,AVDA,los Almendros,198,BAJA,,28522,CEIP LOS ALMENDROS. EN HALL DE ENTRADA. AYTO. RIVAS-VACIAMADRID,454958,4469070,,2018-1105
Centro educativo,Publica,013,Aranjuez,AVDA de la Plaza de Toros 40  ,AVDA,Plaza de Toros,40,,,28300,PASILLO ENTRADA ,448998,4430987,,2019-1003
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Prim 10  ,CALLE,Prim,10,,,28004,CESET CUARTEL GENERAL DEL EJERCITO DE TIERRA,441197,4474787,,2021-235
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Prim 10  ,CALLE,Prim,10,,,28004,PALACIO HALL PRINCIPAL ACUARTELAMIENTO PALACIO BUENA VISTA. EME,441197,4474787,,2021-236
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Prim 10  ,CALLE,Prim,10,,,28004,GIMNASIO CUARTEL GENERAL DEL EJERCITO DE TIERRA,441197,4474787,,2021-237
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,084,Mejorada del Campo,CALLE Julian Besteiro 0  ,CALLE,Julian Besteiro,0,,,28840,ESQUINA MIGUEL ANGEL BLANCO ,459498,4471534,,2021-795
Establecimiento dependiente de una Administracion Publica,Publica,084,Mejorada del Campo,CALLE de Santa Rosa 16  ,CALLE,Santa Rosa,16,,,28840,Desfibrilador instalado en Coche Patrulla de Policia Local ,458330,4471433,,2021-863
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de Castilla 1 3 ,PLAZA,Castilla,1,3,,28046,EN LA PLANTA 3 PASILLO IZQUIERDO/JUZGADOS PLAZA CASTILLA ,441487,4479614,,2022-58
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA de Daroca 103  ,AVDA,Daroca,103,,,28017,OFICINA CREMATORIO - CREMATORIO ALMUDENA CEMENTERIO ALMUDENA,446074,4474726,24 H,2018-2245
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Jose del Hierro 5  ,CALLE,Jose del Hierro,5,,,28027,CENTRO DEPORTIVO MUNICIPAL CONCEPCION ,444963,4476512,,2022-244
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Jesus Maestro 3  ,CALLE,Jesus Maestro,3,,,28003,CENTRO DEPORTIVO MUNICIPAL ESTADIO VALLEHERMOSO ,439678,4476904,,2022-252
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Santa Pola 22  ,CALLE,Santa Pola,22,,,28008,CENTRO DEPORTIVO MUNICIPAL JOSE MARIA CAGIGAL ,437487,4475985,,2022-267
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-336
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24H,2022-357
Otros,Publica,079,Madrid,CALLE TEATRO VALLE INCLAN 1  ,CALLE,TEATRO VALLE INCLAN,1,,,,,440547,4473344,24 HORAS,2018-1664
Instalaciones de transporte,Publica,010,Alpedrete,AVDA de la Reina Victoria 0  ,AVDA,Reina Victoria,0,,,28430,Estacion Cercanias Los Negrales RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,413591,4499130,,2021-134
Instalaciones de transporte,Publica,079,Madrid,PASEO de la Castellana 0  ,PASEO,Castellana,0,,,28046,"DENTRO DE LA ESTACION DE METRO PLAZA DE CASTILLA, EN EL PASILLO D ISTRIBUIDOR NIVEL -3 DE ACC A L9",441576,4479796,,2021-320
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CRA de San Jeronimo 13  ,CRA,San Jeronimo,13,,,28014,Congreso de los Diputados - Gabinete medico Ampliacion I ,441008,4474390,,2018-1861
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CRA de San Jeronimo 13  ,CRA,San Jeronimo,13,,,28014,Congreso de los Diputados - Servicio Medico ,441008,4474390,,2018-1863
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,CRA de San Jeronimo 13  ,CRA,San Jeronimo,13,,,28014,Congreso de los Diputados - Ampliacion II ,441008,4474390,,2018-1862
Otros,Publica,176,Villanueva de la Cañada,AVDA Universidad 2  ,AVDA,Universidad,2,,,28691,Parroquia San Carlos Borromeo-Entrada AYUTAMIENTO VILLANUEVA DE LA CANADA,416729,4478054,L a V 9:15 y 19:30/S 10:30 y 19:30 Domingo 10 a 13 y 19:30,2021-888
Otros,Publica,176,Villanueva de la Cañada,AVDA Castillos 1  ,AVDA,Castillos,1,,,28692,Urbanizacion Villafranca del Castillo-Garita de Vigilancia ,420524,4481738,24h,2021-498
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PLAZA de Castilla 1 5 ,PLAZA,Castilla,1,5,,28046,EN LA PLANTA 5 DERECHA D.G. INFRAESTRUCTURAS JUDICIALES,441487,4479614,,2021-762
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,123,Rivas-Vaciamadrid,AVDA de Covibar 8 BAJA ,AVDA,Covibar,8,BAJA,,28523,CAMPOS DE FUTBOL VIVERO. HALL ENTRADA JUNTO A CONTROL DE ACCESO AYTO RIVAS VACIAMADRID,453277,4467813,,2018-1103
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,130,San Fernando de Henares,CALLE Vitoria 0  ,CALLE,Vitoria,0,,,28830,POLIDEPORTIVO MUNICIPAL PARQUE HENARES ,455438,4474400,16-22,2022-206
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Joaquin Dicenta 1  ,CALLE,Joaquin Dicenta,1,,,28029,CDM ANTONIO DIAZ MIGUEL ,441064,4480291,,2022-236
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA de las Aguilas 14  ,AVDA, Aguilas,14,,,28044,CENTRO DEPORTIVO MUNICIPAL ALUCHE ,434317,4470567,,2022-239
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del Olivillo 4  ,CALLE,Olivillo,4,,,28011,CENTRO DEPORTIVO MUNICIPAL EL OLIVILLO ,436710,4473164,,2022-243
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,PASEO de las Alamedillas 5  ,PASEO, Alamedillas,5,,,28034,CENTRO DEPORTIVO MUNICIPAL SANTA ANA V ,440994,4483241,,2022-320
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-343
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-344
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Santa Isabel 3  ,CALLE,Santa Isabel,3,,,28012,HALL INSTITUTO DE LA CINEMATOGRAFIA A ARTES AUDIOVISUALES,440680,4473701,,2021-74
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Magdalena 10  ,CALLE,Magdalena,10,,,28012,HALL INTITUTO CINEMATOGRADIA Y ARTES AUDIOVISUALES,440425,4473757,,2021-75
Centro educativo,Publica,079,Madrid,CALLE de Torregalindo 10  ,CALLE,Torregalindo,10,,,28016,INSTITUTO NACIONAL DE ARTES ESCENICAS Y MUSICA CENTRO DE TECNOLOGIA DEL ESPECTACULO,443287,4479224,7:00 a 23:00,2021-114
Instalaciones de transporte,Publica,065,Getafe,CALLE del Greco 2  ,CALLE,Greco,2,,,28904,DENTRO DE LA ESTACION DE METRO ALONSO DE MENDOZA EN EL VESTIBULO,437429,4461399,,2018-3185
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,AVIA Nacional II 0  ,AVIA,Nacional II,0,,,28850,SEGURIDAD L-03 INSTITUTO NACIONAL TECNOLOGIA AEROESPACIAL,459666,4482041,24H,2021-178
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Prim 10  ,CALLE,Prim,10,,,28004,BARQUILLO ,441197,4474787,,2021-301
Aeropuertos,Publica,079,Madrid,AVDA de la Hispanidad 0  ,AVDA,Hispanidad,0,,,28042,AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS PARQUE SATELITE DE BOMBEROS DEL AEROPUERTO DE MADRID BARAJAS,449721,4482599,,2021-450
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,123,Rivas-Vaciamadrid,RONDA de Gloria Fuertes  BAJA ,RONDA,Gloria Fuertes,,BAJA,,28522,SALA DE FITNESS ATRIO. HALL DE ENTRADA. CONTROL DE ACCESO AYTO. RIVAS-VACIAMADRID,454565,4466664,,2018-1106
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24h,2022-199
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CTRA a la Estacion de Hortaleza 11  ,CTRA,a la Estacion de Hortaleza,11,,,28033,CENTRO DEPORTIVO MUNICIPAL HORTALEZA AYUNTAMIENTO DE MADRID,444689,4481137,,2022-263
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Senda del Rey 8  ,CALLE,Senda del Rey,8,,,28008,CENTRO DEPORTIVO MUNICIPAL LA BOMBILLA ,437952,4476032,,2022-265
Instalaciones de transporte,Publica,079,Madrid,CALLE de Mateo Inurria 36  ,CALLE,Mateo Inurria,36,,,28036,"DENTRO DE LA ESTACION DE METRO, DUQUE DE PASTRANA. - PASILLO NIVE L -2. DISTRIBUIDOR ANDENES",442408,4479871,,2021-311
Establecimiento dependiente de una Administracion Publica,Publica,008,Aldea del Fresno,CALLE Navayuncosa 24  ,CALLE,Navayuncosa,24,,,28620,"PABELLON DEPORTIVO MUNICIPAL EN LA ENTRADA, DENTRO DE LA OFICINA.",398115,4464394,APERTURA DE LA INSTALACION,2017-233
Otros,Publica,008,Aldea del Fresno,PLAZA Constitucion 1  ,PLAZA,Constitucion,1,,,28620,DISPOSITIVO MOVIL -VEHICULO PROTECCION CIVIL ,397504,4464440,24H,2021-448
Aeropuertos,Publica,079,Madrid,AVDA de la Hispanidad 0  ,AVDA,Hispanidad,0,,,28042,PATIO CARRILLOS T4 NORTE IZQUIERDA AEROPUERTO ADOLFO SUAREZ MADRID BARAJAS,449721,4482599,,2021-464
Aeropuertos,Publica,079,Madrid,AVDA de la Hispanidad 0  ,AVDA,Hispanidad,0,,,28042,PATIO CARRILLOS T4 SUR DERECHA aeropuerto adolfo suarez,449721,4482599,,2021-465
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,,2022-407
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 horas,2022-408
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-409
Otros,Publica,079,Madrid,AVDA de Pio XII 110  ,AVDA,Pio XII,110,,,28036,UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ,442489,4480602,24 HORAS,2022-467
